Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL00219,Sky Enterprises,Logistics,South,Premium,Outbound,2,24,58.1,8,12,3786.64,07-03-2025,0.239,Medium,No
CL00220,Apex Solutions,Telecom,North,Basic,Inbound,27,12,18,8,14,1002.83,14-10-2025,0.832,High,No
CL00221,Pioneer Technologies,Logistics,South,Premium,Event,8,12,81.5,6,16,3864.22,17-04-2024,0.145,Low,Yes
CL00222,Prime Industries,Finance,South,Premium,Marketplace,47,36,50.4,9,22,5726.17,04-07-2024,0.125,Low,Yes
CL00223,Apex Holdings,IT Services,North,Enterprise,Marketplace,13,36,84.5,3,8,8378.41,06-01-2026,0.011,Low,Yes
CL00224,Omni Manufacturing,Healthcare,South,Standard,Marketplace,2,24,51.6,9,5,2125.8,16-10-2024,0.228,Medium,Yes
CL00225,Prime Systems,Manufacturing,South,Basic,Referral,48,6,51.5,5,50,841.89,28-11-2024,0.701,High,No
CL00226,Orion Networks,Manufacturing,North,Premium,Referral,25,24,53.5,7,28,3236.02,27-06-2025,0.253,Medium,Yes
CL00227,Quantum Services,Construction,East,Premium,Referral,13,12,59.7,4,7,2675.63,21-11-2024,0.226,Medium,Yes
CL00228,Green Logistics,Healthcare,Central,Premium,Outbound,21,12,43.6,3,18,4544.18,13-08-2024,0.225,Medium,Yes
CL00229,Apex Solutions,Energy,North,Basic,Event,17,6,10.7,7,45,1566.19,02-02-2026,0.965,High,No
CL00230,Nova Services,Logistics,East,Standard,Event,35,24,60.2,3,21,1658.47,13-03-2025,0.138,Low,Yes
CL00231,Omni Logistics,Education,West,Standard,Referral,26,12,26.6,9,11,1345.27,23-11-2024,0.728,High,Yes
CL00232,Apex Holdings,Finance,South,Standard,Inbound,23,12,51.3,6,13,2765.24,04-09-2025,0.316,Medium,No
CL00233,Crest Logistics,Finance,West,Enterprise,Marketplace,10,36,88.1,2,2,8677.43,11-05-2024,0.013,Low,Yes
CL00234,Omni Technologies,Retail,South,Standard,Inbound,15,12,59,8,5,2481.03,16-12-2025,0.388,High,No
CL00235,Omni Industries,Manufacturing,East,Premium,Referral,9,12,55,5,8,2886.87,11-10-2025,0.388,High,Yes
CL00236,Prime Holdings,Education,North,Premium,Inbound,29,12,40.9,9,9,4741.45,27-11-2024,0.546,High,No
CL00237,Apex Holdings,Manufacturing,West,Premium,Outbound,5,12,69.1,3,9,4662.02,12-07-2024,0.16,Low,Yes
CL00238,Vertex Manufacturing,IT Services,West,Standard,Inbound,30,24,72.1,7,59,3397.9,15-11-2025,0.331,Medium,No
CL00239,Vertex Manufacturing,Logistics,North,Enterprise,Inbound,20,36,67.1,9,8,6970.04,24-01-2026,0.041,Low,Yes
CL00240,Nova Holdings,Manufacturing,South,Standard,Referral,20,12,41.4,5,12,3094.46,01-04-2024,0.298,Medium,Yes
CL00241,Quantum Technologies,Construction,Central,Premium,Marketplace,23,12,52.7,2,10,3280.02,16-02-2026,0.094,Low,No
CL00242,Crest Services,Construction,South,Basic,Inbound,28,12,38.9,5,8,1377.87,05-12-2024,0.362,High,Yes
CL00243,Omni Labs,Energy,East,Standard,Inbound,23,24,63.7,7,26,2139.39,07-10-2025,0.198,Medium,Yes
CL00244,Omni Systems,Healthcare,Central,Standard,Marketplace,14,12,37.1,1,21,1563.58,26-01-2025,0.277,Medium,No
CL00245,Green Industries,IT Services,West,Standard,Referral,24,12,38,4,11,3257.81,13-03-2025,0.281,Medium,Yes
CL00246,Omni Services,Energy,East,Enterprise,Referral,26,24,99.1,11,3,7419.5,24-03-2025,0.032,Low,Yes
CL00247,Blue Technologies,Retail,West,Basic,Event,20,6,32.9,5,35,1466.43,30-01-2026,0.746,High,No
CL00248,Pioneer Services,Construction,Central,Premium,Outbound,4,12,62,1,41,2517.85,31-05-2025,0.394,High,Yes
CL00249,Vertex Enterprises,Construction,South,Enterprise,Partner,47,36,60.7,6,13,4614.28,30-09-2024,0.045,Low,Yes
CL00250,Omni Services,Telecom,South,Basic,Outbound,27,6,45.9,6,2,1209.66,29-05-2025,0.442,High,Yes
CL00251,Nova Technologies,Manufacturing,South,Premium,Referral,50,24,74.5,3,10,4088.32,02-05-2024,0.035,Low,Yes
CL00252,Apex Networks,Healthcare,Central,Standard,Inbound,26,12,55.6,5,9,1631.41,25-10-2024,0.247,Medium,Yes
CL00253,Vertex Labs,Telecom,West,Basic,Referral,15,12,60.9,9,27,1132.72,02-07-2024,0.527,High,Yes
CL00254,Sky Holdings,Healthcare,North,Standard,Partner,26,12,48.1,4,27,1891.99,14-05-2025,0.327,Medium,No
CL00255,Prime Labs,Manufacturing,Central,Enterprise,Inbound,12,24,69.8,9,8,8436.71,21-03-2025,0.106,Low,No
CL00256,Vertex Industries,Finance,East,Basic,Marketplace,8,6,41.8,4,7,2444.66,09-08-2025,0.619,High,No
CL00257,Pioneer Labs,Energy,North,Premium,Partner,20,12,66.6,11,6,3952.87,31-10-2024,0.24,Medium,Yes
CL00258,Green Holdings,Logistics,East,Standard,Referral,13,24,55.7,2,25,1944.61,15-02-2026,0.256,Medium,Yes
CL00259,Prime Solutions,Finance,South,Enterprise,Event,14,36,60.6,8,17,9480.85,17-10-2024,0.141,Low,Yes
CL00260,Prime Holdings,IT Services,Central,Basic,Inbound,2,6,44.8,4,22,2187.26,05-04-2024,0.671,High,No
CL00261,Pioneer Logistics,Finance,North,Premium,Partner,35,24,61.5,6,23,3548.79,11-09-2024,0.158,Low,Yes
CL00262,Green Manufacturing,Construction,West,Premium,Event,44,36,52,4,21,3592.02,27-05-2025,0.077,Low,Yes
CL00263,Quantum Holdings,IT Services,East,Premium,Inbound,47,24,68.4,6,27,8362.56,04-09-2025,0.088,Low,Yes
CL00264,Apex Solutions,Finance,North,Enterprise,Inbound,13,48,64.5,6,12,7488.97,21-08-2024,0.035,Low,Yes
CL00265,Prime Systems,Telecom,Central,Enterprise,Inbound,6,12,63.4,3,15,8222.63,18-09-2025,0.193,Medium,No
CL00266,Crest Enterprises,Education,East,Basic,Outbound,19,3,1.6,9,24,1315.71,29-10-2024,0.957,High,No
CL00267,Apex Solutions,Logistics,South,Standard,Referral,10,12,74,6,19,3692.27,25-06-2024,0.15,Low,Yes
CL00268,Crest Technologies,Logistics,South,Standard,Inbound,5,12,59.7,5,7,3819.28,08-06-2024,0.205,Medium,Yes
CL00269,Blue Services,Healthcare,West,Standard,Outbound,7,12,50.6,9,35,2428.38,16-10-2025,0.545,High,Yes
CL00270,Blue Technologies,Manufacturing,South,Standard,Referral,3,12,43,4,8,1896.08,17-08-2024,0.447,High,No
CL00271,Crest Logistics,Telecom,North,Standard,Referral,40,12,20.5,7,12,2258.74,05-08-2024,0.638,High,No
CL00272,Nova Technologies,Telecom,North,Standard,Inbound,18,24,46.3,12,9,1948.43,02-12-2025,0.403,High,No
CL00273,Crest Labs,Telecom,South,Enterprise,Outbound,26,36,85.6,8,8,8959.9,19-11-2024,0.019,Low,Yes
CL00274,Prime Industries,Energy,West,Basic,Partner,57,12,45.3,9,44,1488.34,18-02-2026,0.701,High,No
CL00275,Orion Technologies,Finance,South,Enterprise,Outbound,21,36,83.7,5,48,9649.62,10-09-2024,0.054,Low,Yes
CL00276,Apex Logistics,Finance,South,Standard,Inbound,15,12,55.9,5,16,2440.35,23-06-2025,0.321,Medium,Yes
CL00277,Quantum Manufacturing,Education,North,Premium,Inbound,28,12,75.6,4,11,4522.5,17-07-2024,0.109,Low,Yes
CL00278,Orion Services,Logistics,South,Enterprise,Inbound,15,24,71.1,6,7,9233.3,16-07-2024,0.074,Low,Yes
CL00279,Orion Manufacturing,Logistics,Central,Standard,Outbound,17,24,66,3,10,2574.26,09-10-2025,0.114,Low,Yes
CL00280,Vertex Holdings,Education,South,Standard,Marketplace,25,6,43.4,4,14,2529.54,02-01-2026,0.43,High,Yes
CL00281,Green Solutions,Energy,Central,Standard,Marketplace,8,6,38.4,6,29,2771.18,10-12-2025,0.768,High,No
CL00282,Pioneer Holdings,Healthcare,East,Standard,Event,9,24,39.9,8,17,2375.13,27-10-2025,0.359,High,Yes
CL00283,Crest Holdings,Healthcare,North,Enterprise,Marketplace,9,36,61.2,4,19,6192.63,27-04-2025,0.053,Low,Yes
CL00284,Pioneer Solutions,IT Services,Central,Enterprise,Inbound,33,24,85.9,5,30,8410.03,19-05-2024,0.052,Low,Yes
CL00285,Orion Enterprises,Finance,South,Basic,Inbound,28,6,30.1,9,53,1154.15,30-10-2024,0.87,High,No
CL00286,Quantum Enterprises,IT Services,West,Basic,Partner,28,12,28.6,5,17,2050.62,19-09-2024,0.709,High,No
CL00287,Pioneer Technologies,Retail,Central,Standard,Partner,39,24,58.6,4,46,3350.7,27-08-2024,0.279,Medium,Yes
CL00288,Blue Technologies,Finance,North,Basic,Event,1,6,42.9,5,7,2005.41,06-02-2026,0.606,High,Yes
CL00289,Orion Enterprises,Manufacturing,North,Premium,Partner,25,24,74.6,8,18,3683.15,15-06-2024,0.09,Low,Yes
CL00290,Quantum Systems,Finance,West,Basic,Marketplace,17,12,45.2,10,12,1338.91,03-02-2025,0.602,High,No
CL00291,Vertex Technologies,IT Services,South,Standard,Outbound,3,12,47,2,45,2248.82,03-01-2026,0.661,High,No
CL00292,Pioneer Technologies,IT Services,North,Basic,Event,51,12,41.9,5,53,978,11-04-2024,0.652,High,No
CL00293,Pioneer Services,Telecom,North,Standard,Partner,24,12,56.5,6,9,3251.58,24-08-2025,0.205,Medium,Yes
CL00294,Omni Healthcare,Healthcare,North,Premium,Partner,3,36,53,3,21,3449.47,16-05-2025,0.08,Low,Yes
CL00295,Crest Enterprises,IT Services,West,Standard,Outbound,30,12,42.7,9,14,2468.13,15-11-2024,0.535,High,Yes
CL00296,Green Logistics,Finance,North,Enterprise,Partner,36,24,67.8,8,8,8645.92,11-01-2026,0.039,Low,Yes
CL00297,Apex Enterprises,Education,South,Enterprise,Marketplace,24,36,94.4,2,24,10906.15,28-10-2024,0.013,Low,Yes
CL00298,Prime Labs,Manufacturing,East,Standard,Outbound,17,12,46,1,16,2430.52,13-07-2024,0.232,Medium,Yes
CL00299,Green Healthcare,Logistics,South,Basic,Inbound,16,12,52.8,3,41,1455.58,08-08-2025,0.537,High,Yes
CL00300,Crest Manufacturing,IT Services,North,Enterprise,Inbound,39,12,72.4,1,7,8559.44,26-10-2024,0.044,Low,Yes
CL00301,Blue Networks,IT Services,West,Enterprise,Marketplace,31,36,88.7,8,9,7419.35,23-09-2024,0.016,Low,Yes
CL00302,Sky Networks,Finance,North,Enterprise,Inbound,30,24,86.8,4,6,10485.17,06-01-2026,0.021,Low,Yes
CL00303,Pioneer Labs,Finance,West,Basic,Outbound,21,6,50.4,7,30,1816.07,08-10-2024,0.568,High,No
CL00304,Quantum Networks,Logistics,Central,Enterprise,Inbound,6,12,79.7,9,6,7318.86,21-04-2025,0.165,Low,Yes
CL00305,Orion Systems,Education,South,Standard,Inbound,42,12,64.5,7,11,2411.51,18-06-2025,0.127,Low,Yes
CL00306,Pioneer Solutions,Construction,East,Premium,Referral,50,24,63.5,4,10,3428.29,15-02-2025,0.042,Low,Yes
CL00307,Prime Logistics,Finance,South,Enterprise,Inbound,37,24,96.6,3,15,6214.76,11-10-2024,0.015,Low,Yes
CL00308,Pioneer Manufacturing,Healthcare,South,Standard,Marketplace,13,6,32.6,15,29,2101.24,28-03-2025,0.946,High,No
CL00309,Crest Holdings,Education,Central,Enterprise,Event,13,24,74.2,3,7,6957.65,14-12-2024,0.056,Low,Yes
CL00310,Nova Labs,Manufacturing,Central,Standard,Referral,30,24,54.4,9,10,2473.4,23-03-2024,0.124,Low,Yes
CL00311,Pioneer Enterprises,Retail,South,Enterprise,Marketplace,15,24,60.8,5,7,9136.42,09-10-2024,0.107,Low,Yes
CL00312,Vertex Labs,IT Services,East,Standard,Partner,15,12,63,3,40,3833.52,30-04-2025,0.365,High,Yes
CL00313,Omni Industries,IT Services,Central,Enterprise,Referral,34,24,60.1,3,13,9072.93,07-03-2024,0.058,Low,Yes
CL00314,Apex Labs,Construction,Central,Basic,Referral,20,12,24.1,7,8,753.3,15-06-2025,0.633,High,No
CL00315,Sky Healthcare,Telecom,East,Premium,Referral,38,12,43,6,22,4875.43,20-03-2024,0.378,High,Yes
CL00316,Nova Networks,Logistics,South,Standard,Event,21,6,71.7,5,29,2140.88,12-04-2025,0.302,Medium,No
CL00317,Green Manufacturing,Retail,South,Standard,Referral,4,12,47.2,7,8,1751.01,11-04-2024,0.494,High,No
CL00318,Crest Labs,Manufacturing,Central,Standard,Outbound,6,12,77,4,7,2431.99,06-11-2025,0.085,Low,Yes
CL00319,Orion Services,IT Services,North,Premium,Partner,26,12,77.6,2,18,5491.41,22-12-2025,0.055,Low,Yes
CL00320,Green Networks,Manufacturing,East,Basic,Inbound,19,12,41.4,4,54,1396.08,20-05-2025,0.785,High,Yes
CL00321,Green Labs,Finance,South,Premium,Partner,17,24,59,4,9,3767.3,29-05-2024,0.11,Low,Yes
CL00322,Omni Manufacturing,Logistics,South,Standard,Partner,19,12,40.4,4,12,3169.28,17-12-2025,0.47,High,No
CL00323,Orion Industries,Logistics,South,Enterprise,Referral,51,24,81.3,5,19,9316.12,11-08-2025,0.025,Low,Yes
CL00324,Nova Technologies,Manufacturing,Central,Basic,Event,26,12,35.1,11,9,1805.98,29-11-2025,0.578,High,Yes
CL00325,Vertex Systems,Construction,North,Basic,Outbound,14,6,15.9,7,25,1841.77,30-01-2025,0.822,High,No
CL00326,Orion Logistics,Education,East,Standard,Inbound,14,12,29.8,4,13,2377.43,30-12-2024,0.544,High,No
CL00327,Sky Industries,Finance,North,Standard,Inbound,46,6,42.5,3,3,3780.16,04-05-2025,0.169,Low,No
CL00328,Quantum Labs,Finance,North,Standard,Referral,5,12,75.9,3,36,3144.13,24-01-2025,0.297,Medium,No
CL00329,Nova Networks,Retail,South,Standard,Marketplace,8,12,76.6,8,5,1550.02,30-06-2024,0.235,Medium,Yes
CL00330,Omni Networks,Manufacturing,East,Enterprise,Inbound,5,36,75.5,5,24,4445.92,21-10-2025,0.093,Low,Yes
CL00331,Pioneer Logistics,Healthcare,South,Premium,Referral,20,12,65.8,3,13,3841.29,15-07-2024,0.101,Low,Yes
CL00332,Quantum Healthcare,Education,South,Premium,Marketplace,8,24,56,6,18,3832.22,24-08-2025,0.259,Medium,Yes
CL00333,Blue Networks,IT Services,North,Basic,Inbound,9,12,29.8,4,8,908.91,08-12-2025,0.732,High,No
CL00334,Crest Services,IT Services,South,Premium,Partner,7,12,84.5,3,18,4610.21,19-03-2025,0.088,Low,Yes
CL00335,Quantum Technologies,IT Services,Central,Basic,Inbound,22,12,63.5,5,65,1617.92,29-08-2024,0.709,High,No
CL00336,Quantum Networks,IT Services,Central,Premium,Event,3,12,57.3,15,7,3116.02,13-03-2024,0.429,High,No
CL00337,Omni Services,Telecom,South,Standard,Referral,16,12,54,8,13,3380.65,18-06-2025,0.301,Medium,No
CL00338,Sky Networks,Logistics,East,Standard,Outbound,7,6,47.6,9,19,2549.83,05-04-2025,0.614,High,No
CL00339,Prime Labs,Retail,Central,Standard,Inbound,7,12,45,8,17,2274.43,15-07-2025,0.554,High,Yes
CL00340,Pioneer Enterprises,IT Services,North,Enterprise,Referral,26,48,92.2,3,23,6203.82,21-01-2026,0.008,Low,Yes
CL00341,Quantum Networks,Retail,West,Basic,Partner,6,12,19.3,6,20,1353.46,21-01-2025,0.822,High,No
CL00342,Pioneer Labs,Retail,Central,Premium,Inbound,29,12,67.6,6,10,4150.37,02-07-2025,0.198,Medium,Yes
CL00343,Prime Networks,Manufacturing,North,Basic,Outbound,24,6,44.7,5,29,716.46,09-06-2024,0.643,High,No
CL00344,Nova Services,Retail,North,Premium,Referral,11,12,60.3,4,5,4214.31,07-06-2024,0.13,Low,Yes
CL00345,Prime Labs,Healthcare,Central,Enterprise,Partner,29,48,84.7,8,12,6394.3,21-02-2025,0.013,Low,Yes
CL00346,Prime Holdings,Finance,East,Standard,Event,34,12,55.8,7,9,2316.7,30-04-2025,0.181,Medium,Yes
CL00347,Blue Logistics,Logistics,North,Standard,Inbound,25,12,67.6,7,12,2412.18,14-02-2026,0.395,High,Yes
CL00348,Nova Systems,IT Services,South,Enterprise,Inbound,9,12,59.7,4,13,10473.54,17-04-2025,0.143,Low,Yes
CL00349,Omni Labs,Healthcare,South,Standard,Outbound,12,24,47.8,7,56,3189.2,27-12-2025,0.731,High,No
CL00350,Green Services,Logistics,West,Standard,Inbound,17,12,52.1,5,10,1900.41,23-09-2025,0.326,Medium,Yes
CL00351,Omni Services,Finance,West,Premium,Referral,9,12,33.9,5,14,4871.05,14-12-2025,0.452,High,Yes
CL00352,Vertex Solutions,Telecom,Central,Premium,Inbound,25,12,54,8,6,2903,13-11-2025,0.358,High,Yes
CL00353,Green Technologies,Logistics,South,Basic,Inbound,24,6,28.2,8,12,1316.65,28-03-2025,0.706,High,No
CL00354,Blue Logistics,Manufacturing,East,Enterprise,Marketplace,19,36,84.4,5,12,7235.65,27-02-2024,0.016,Low,Yes
CL00355,Sky Technologies,IT Services,East,Standard,Inbound,21,24,47.5,7,8,2922.31,24-01-2025,0.178,Low,Yes
CL00356,Apex Labs,Logistics,South,Basic,Partner,9,12,28.2,9,10,1122.78,05-08-2024,0.805,High,No
CL00357,Green Technologies,IT Services,North,Premium,Inbound,18,24,77.8,9,3,3917.52,01-08-2025,0.064,Low,Yes
CL00358,Crest Services,Finance,Central,Standard,Marketplace,33,24,34.6,11,10,2506.7,20-07-2024,0.515,High,Yes
CL00359,Apex Healthcare,Construction,West,Basic,Inbound,41,6,7.1,11,7,632.97,06-02-2025,0.858,High,No
CL00360,Green Networks,Finance,East,Premium,Outbound,21,12,61.7,6,8,5802.46,15-03-2024,0.274,Medium,Yes
CL00361,Apex Holdings,Healthcare,East,Enterprise,Event,32,48,56.6,5,21,9933.75,02-05-2024,0.035,Low,Yes
CL00362,Prime Technologies,Logistics,South,Enterprise,Referral,16,24,58.1,4,26,9946.63,09-12-2024,0.203,Medium,No
CL00363,Green Logistics,Retail,East,Enterprise,Referral,3,24,78.9,0,20,7625.53,12-08-2025,0.042,Low,Yes
CL00364,Orion Services,Finance,West,Enterprise,Referral,30,48,86.5,5,23,11833.01,02-07-2025,0.009,Low,Yes
CL00365,Quantum Healthcare,Construction,East,Basic,Event,34,3,41.5,6,11,925.11,04-01-2025,0.616,High,Yes
CL00366,Vertex Networks,Healthcare,Central,Standard,Referral,16,12,65.3,5,13,1968,15-07-2024,0.249,Medium,Yes
CL00367,Vertex Enterprises,Construction,East,Premium,Event,8,36,73.9,3,31,4247.61,07-10-2024,0.08,Low,Yes
CL00368,Green Networks,Energy,South,Standard,Inbound,8,12,23.5,11,20,2193.93,21-02-2025,0.788,High,Yes
CL00369,Apex Technologies,Manufacturing,West,Premium,Referral,11,12,68.4,5,4,6337.08,19-01-2026,0.159,Low,Yes
CL00370,Blue Manufacturing,IT Services,North,Premium,Inbound,10,12,61.6,6,5,6200.37,08-06-2025,0.187,Medium,Yes
CL00371,Pioneer Technologies,IT Services,South,Standard,Referral,51,6,47,5,3,2708.24,30-05-2024,0.207,Medium,No
CL00372,Orion Systems,IT Services,South,Enterprise,Inbound,9,24,84.7,3,1,6730.1,06-10-2025,0.029,Low,Yes
CL00373,Sky Systems,IT Services,South,Standard,Partner,3,12,35.2,7,6,2217.95,06-08-2025,0.512,High,Yes
CL00374,Crest Logistics,Logistics,West,Standard,Inbound,15,12,32,8,2,2243.85,06-12-2025,0.547,High,Yes
CL00375,Apex Technologies,IT Services,East,Enterprise,Referral,7,24,85.6,6,7,17578.65,18-05-2025,0.031,Low,Yes
CL00376,Crest Healthcare,Healthcare,West,Standard,Inbound,19,12,57.9,5,13,2676.31,10-10-2024,0.227,Medium,Yes
CL00377,Pioneer Industries,Telecom,East,Basic,Event,39,6,41.6,6,38,1598.9,06-11-2025,0.728,High,No
CL00378,Nova Manufacturing,IT Services,South,Standard,Partner,16,24,45.4,5,29,2078.79,23-04-2025,0.256,Medium,Yes
CL00379,Green Systems,Telecom,West,Premium,Event,38,12,75.9,1,2,4727.16,23-07-2025,0.04,Low,Yes
CL00380,Sky Systems,Manufacturing,South,Premium,Outbound,24,24,71.2,3,35,3361.72,03-02-2025,0.077,Low,Yes
CL00381,Apex Enterprises,IT Services,South,Premium,Event,25,24,69,5,35,3875.38,06-10-2025,0.176,Low,Yes
CL00382,Green Holdings,Logistics,East,Premium,Outbound,34,12,50.9,6,34,2632.76,28-05-2025,0.457,High,Yes
CL00383,Vertex Networks,Logistics,South,Standard,Referral,43,12,47.9,13,11,2542.34,08-12-2025,0.292,Medium,Yes
CL00384,Blue Holdings,Telecom,North,Enterprise,Event,15,24,87.1,4,8,10859.96,08-11-2024,0.025,Low,Yes
CL00385,Green Enterprises,Education,East,Enterprise,Marketplace,10,36,85.9,2,11,4690.72,06-11-2025,0.013,Low,Yes
CL00386,Green Enterprises,Telecom,East,Basic,Inbound,12,6,36.1,6,5,996.01,24-09-2025,0.679,High,No
CL00387,Nova Networks,Manufacturing,South,Basic,Outbound,37,12,33,0,40,834.27,22-11-2024,0.436,High,No
CL00388,Apex Services,Manufacturing,Central,Enterprise,Outbound,15,36,71.1,7,7,8005.16,27-11-2025,0.021,Low,Yes
CL00389,Quantum Industries,Education,East,Enterprise,Inbound,7,48,73.3,8,6,6466.32,04-05-2025,0.039,Low,Yes
CL00390,Blue Labs,Telecom,Central,Enterprise,Event,3,12,70,5,26,11587.11,24-11-2024,0.255,Medium,Yes
CL00391,Pioneer Solutions,Construction,North,Enterprise,Referral,7,24,34.3,3,8,5557.94,15-09-2024,0.285,Medium,No
CL00392,Pioneer Industries,Retail,East,Premium,Event,18,12,76.3,4,10,3634.7,01-05-2024,0.111,Low,No
CL00393,Apex Labs,Healthcare,Central,Premium,Outbound,25,12,85.5,5,16,3641.63,04-05-2024,0.127,Low,Yes
CL00394,Vertex Industries,Education,East,Premium,Event,19,36,52.7,5,19,3949.22,21-09-2025,0.069,Low,Yes
CL00395,Crest Systems,Healthcare,West,Basic,Marketplace,18,3,24.2,2,7,1282.22,04-12-2024,0.514,High,No
CL00396,Vertex Systems,Energy,South,Premium,Inbound,43,24,59.4,4,6,3712.94,14-03-2025,0.074,Low,Yes
CL00397,Sky Manufacturing,Telecom,North,Standard,Outbound,18,6,52.7,5,7,2194.59,28-10-2025,0.287,Medium,Yes
CL00398,Nova Healthcare,Retail,South,Premium,Event,21,24,73.9,3,6,4237.11,18-06-2025,0.053,Low,Yes
CL00399,Vertex Networks,Education,South,Standard,Inbound,21,24,48.7,1,27,2603.99,14-01-2026,0.248,Medium,Yes
CL00400,Orion Enterprises,Education,Central,Standard,Partner,13,12,38.5,7,5,2219.44,14-03-2025,0.594,High,Yes
CL00401,Blue Systems,IT Services,South,Basic,Inbound,2,6,25.2,6,68,1229.24,18-05-2024,0.968,High,No
CL00402,Crest Healthcare,Energy,Central,Standard,Referral,24,12,59.4,7,23,1781.06,06-11-2024,0.346,Medium,Yes
CL00403,Orion Services,Finance,Central,Basic,Event,35,12,46.2,3,19,1902.1,06-06-2024,0.425,High,No
CL00404,Nova Systems,Telecom,South,Basic,Referral,33,6,52.7,9,34,1338.24,25-08-2025,0.59,High,No
CL00405,Prime Solutions,Healthcare,South,Enterprise,Marketplace,18,24,62.4,9,7,10389.91,01-02-2025,0.062,Low,Yes
CL00406,Crest Industries,Energy,Central,Basic,Outbound,9,6,56.1,1,16,1536.99,08-04-2024,0.376,High,Yes
CL00407,Prime Healthcare,Healthcare,Central,Standard,Partner,33,24,31.1,8,36,3147.92,10-03-2024,0.74,High,No
CL00408,Pioneer Technologies,IT Services,South,Premium,Outbound,4,24,76.5,7,6,6582.43,07-04-2024,0.099,Low,Yes
CL00409,Green Services,Energy,South,Premium,Outbound,5,24,38.1,4,15,2400.24,01-07-2025,0.205,Medium,Yes
CL00410,Vertex Solutions,IT Services,East,Basic,Outbound,37,6,31.5,7,6,1393.63,22-07-2024,0.585,High,No
CL00411,Crest Services,Healthcare,West,Premium,Partner,25,12,82.7,4,30,5915.2,16-09-2025,0.234,Medium,Yes
CL00412,Pioneer Labs,Construction,South,Premium,Inbound,16,24,69,6,69,3707.09,07-03-2025,0.434,High,Yes
CL00413,Nova Services,Construction,West,Standard,Event,28,12,40.4,13,11,2311.44,25-04-2025,0.56,High,Yes
CL00414,Prime Manufacturing,Finance,North,Standard,Outbound,34,12,47.8,4,16,2787.32,29-06-2024,0.208,Medium,Yes
CL00415,Crest Solutions,Logistics,North,Enterprise,Partner,7,36,76.2,5,15,7477.42,28-11-2025,0.036,Low,Yes
CL00416,Crest Industries,Retail,South,Enterprise,Partner,28,24,78.2,3,17,5919.61,05-02-2025,0.027,Low,Yes
CL00417,Blue Logistics,Manufacturing,South,Premium,Referral,14,24,78,5,74,3566.93,23-12-2024,0.325,Medium,No
CL00418,Green Manufacturing,Healthcare,South,Basic,Inbound,37,12,31.5,3,12,937.81,29-09-2025,0.629,High,No
CL00419,Blue Solutions,Logistics,East,Standard,Inbound,11,24,33.7,10,28,2621.51,21-03-2024,0.516,High,Yes
CL00420,Quantum Manufacturing,Education,South,Premium,Outbound,30,12,61.9,11,0,4041.15,11-03-2025,0.239,Medium,Yes
